state,district,market,commodityGroup,commodity,variety,grade,arrivalDate,minPrice,maxPrice,modalPrice,arrivalQuantity,unit
Gujarat,Surat,Surat,Cereals,Wheat,Dara,FAQ,2026-08-23,2137,2347,2261,276,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-23,1817,2011,1903,515,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Wheat,Dara,FAQ,2026-08-23,2170,2360,2279,871,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-23,1731,1937,1852,856,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-23,2557,2767,2665,129,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-24,1870,2014,1934,636,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-24,1721,1891,1819,502,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-24,2526,2791,2675,550,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Wheat,Dara,FAQ,2026-08-24,2165,2357,2244,514,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-24,1853,2008,1946,109,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-24,1786,1889,1818,455,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Jowar,White,FAQ,2026-08-24,2500,2795,2640,642,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-24,2154,2344,2233,604,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Jowar,White,FAQ,2026-08-24,2560,2704,2630,468,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Wheat,Dara,FAQ,2026-08-24,2117,2398,2263,433,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-24,1748,1898,1808,749,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-24,1844,1965,1895,600,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-24,1716,1943,1823,53,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-24,1892,2019,1962,594,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Maize,Yellow,FAQ,2026-08-24,1729,1881,1814,404,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-24,2524,2792,2645,82,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-24,1898,1952,1920,261,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Maize,Yellow,FAQ,2026-08-24,1776,1854,1823,662,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Bajra,Hybrid,FAQ,2026-08-24,1805,2001,1911,289,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-24,1796,1949,1855,193,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-24,2537,2729,2649,376,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Wheat,Dara,FAQ,2026-08-25,2198,2386,2292,292,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-25,1818,2034,1939,276,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-25,1735,1857,1811,655,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-25,1763,1856,1811,708,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-25,1853,2002,1916,357,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Maize,Yellow,FAQ,2026-08-25,1796,1918,1867,296,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Wheat,Dara,FAQ,2026-08-25,2190,2318,2263,109,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-25,1853,2021,1950,187,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-25,1732,1876,1805,712,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-25,2557,2747,2637,598,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-25,1834,1998,1934,667,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-25,1709,1874,1808,791,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Wheat,Dara,FAQ,2026-08-25,2126,2342,2233,65,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-25,1824,2044,1921,814,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-25,2531,2789,2678,770,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Wheat,Dara,FAQ,2026-08-25,2130,2370,2250,844,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-25,1859,2018,1940,365,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Maize,Yellow,FAQ,2026-08-25,1765,1913,1848,150,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-25,1726,1897,1811,473,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-25,2528,2794,2650,66,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Wheat,Dara,FAQ,2026-08-26,2174,2374,2280,352,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-26,1842,1979,1914,633,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-26,2583,2787,2686,313,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-26,1892,2032,1973,521,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-26,1745,1871,1796,787,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Jowar,White,FAQ,2026-08-26,2523,2769,2629,586,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-26,2109,2385,2230,832,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-26,1817,2030,1917,119,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Jowar,White,FAQ,2026-08-26,2564,2758,2664,111,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-26,2562,2702,2612,594,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Wheat,Dara,FAQ,2026-08-26,2101,2302,2214,789,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-26,1836,1952,1906,882,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-26,2522,2713,2603,586,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Wheat,Dara,FAQ,2026-08-26,2124,2379,2264,308,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Maize,Yellow,FAQ,2026-08-26,1750,1860,1808,465,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-26,2531,2789,2654,357,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Bajra,Hybrid,FAQ,2026-08-26,1848,1998,1938,537,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-26,1701,1939,1810,134,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-26,2555,2782,2669,629,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Wheat,Dara,FAQ,2026-08-27,2188,2372,2290,327,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-27,1809,2037,1920,606,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-27,1704,1872,1788,66,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-27,2196,2391,2298,128,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-27,1872,1980,1942,448,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Jowar,White,FAQ,2026-08-27,2549,2796,2660,859,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-27,1744,1856,1786,497,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-27,2509,2743,2644,837,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-27,1899,1991,1926,699,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-27,1757,1912,1828,414,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-27,2548,2755,2642,746,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Wheat,Dara,FAQ,2026-08-27,2148,2310,2248,352,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-27,2519,2748,2653,207,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-27,1813,1961,1867,365,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Maize,Yellow,FAQ,2026-08-27,1797,1884,1826,185,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Jowar,White,FAQ,2026-08-27,2555,2757,2671,618,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Wheat,Dara,FAQ,2026-08-27,2113,2303,2193,412,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Bajra,Hybrid,FAQ,2026-08-27,1876,2026,1951,444,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-27,1752,1899,1810,792,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-28,1721,1937,1833,223,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-28,2538,2734,2647,199,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Wheat,Dara,FAQ,2026-08-28,2155,2335,2251,356,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-28,1809,1996,1898,302,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Jowar,White,FAQ,2026-08-28,2578,2725,2660,159,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-28,2100,2350,2226,685,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-28,1842,2006,1925,490,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-28,1841,2027,1926,540,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-28,1750,1890,1818,802,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Wheat,Dara,FAQ,2026-08-28,2173,2400,2281,383,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-28,1900,2000,1953,166,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-28,2569,2723,2661,77,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-28,1890,1976,1941,866,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Maize,Yellow,FAQ,2026-08-28,1788,1858,1829,739,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-28,2581,2738,2654,308,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Jowar,White,FAQ,2026-08-28,2576,2761,2685,460,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Wheat,Dara,FAQ,2026-08-28,2188,2353,2284,87,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-28,1768,1926,1867,137,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-28,2531,2784,2659,220,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-29,1882,2036,1964,820,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-29,1755,1863,1789,150,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-29,2565,2795,2693,621,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Wheat,Dara,FAQ,2026-08-29,2173,2328,2258,433,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-29,1898,2036,1984,757,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-29,1744,1853,1808,157,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Jowar,White,FAQ,2026-08-29,2510,2714,2601,406,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-29,2158,2400,2272,583,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-29,1860,1962,1919,789,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Jowar,White,FAQ,2026-08-29,2538,2705,2608,73,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-29,2594,2731,2675,228,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Wheat,Dara,FAQ,2026-08-29,2142,2371,2263,523,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-29,1851,2030,1931,240,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-29,2503,2794,2667,252,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Wheat,Dara,FAQ,2026-08-29,2154,2349,2231,771,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-29,1835,2046,1924,641,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Maize,Yellow,FAQ,2026-08-29,1768,1873,1823,383,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-29,2514,2733,2634,590,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-29,1849,2028,1943,651,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Maize,Yellow,FAQ,2026-08-29,1745,1908,1845,226,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Bajra,Hybrid,FAQ,2026-08-29,1878,2025,1936,738,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-29,1715,1880,1796,169,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-29,2588,2718,2665,447,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Wheat,Dara,FAQ,2026-08-30,2117,2373,2249,483,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-30,1881,2018,1940,618,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-30,1736,1867,1792,372,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Jowar,White,FAQ,2026-08-30,2524,2749,2651,567,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-30,1862,2003,1940,550,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Maize,Yellow,FAQ,2026-08-30,1772,1853,1806,349,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Jowar,White,FAQ,2026-08-30,2528,2768,2646,222,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-30,1898,2048,1984,612,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-30,1773,1864,1815,843,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-30,2546,2769,2639,828,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-30,1854,1963,1903,354,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-30,2533,2744,2623,499,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-30,1830,1976,1920,755,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Maize,Yellow,FAQ,2026-08-30,1790,1928,1879,488,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-30,2517,2800,2651,883,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Wheat,Dara,FAQ,2026-08-30,2107,2372,2241,595,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-30,1868,1971,1919,770,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Maize,Yellow,FAQ,2026-08-30,1773,1884,1840,745,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Wheat,Dara,FAQ,2026-08-30,2196,2400,2304,110,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-30,2516,2731,2612,778,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Wheat,Dara,FAQ,2026-08-31,2131,2397,2269,551,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-31,1880,1984,1952,474,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-31,1709,1931,1805,462,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-31,2535,2788,2664,515,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-31,1800,2049,1909,798,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Jowar,White,FAQ,2026-08-31,2554,2727,2651,324,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Wheat,Dara,FAQ,2026-08-31,2136,2343,2254,641,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-31,1862,2050,1957,748,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-31,2580,2800,2699,66,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Wheat,Dara,FAQ,2026-08-31,2120,2356,2247,50,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-31,1788,1866,1826,212,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-31,1846,1982,1899,430,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Wheat,Dara,FAQ,2026-08-31,2180,2339,2253,489,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Jowar,White,FAQ,2026-08-31,2561,2709,2623,657,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Wheat,Dara,FAQ,2026-08-31,2187,2356,2251,58,Rs./Quintal
